,ligand,receptor,novel,species
17676,RGMA,BMPR1B,-,Human
17677,VEGFC,CCBE1,-,Human
17680,FGF12,FGFR2,-,Human
17683,B2M,HFE,-,Human
17684,RGMA,HFE,-,Human
17687,RGMA,TFR2,-,Human
17688,B2M,CD3G,-,Human
17689,B2M,KLRC1,-,Human
17690,PTHLH,TSHR,-,Human
17695,SPON2,ITGAM,-,Human
17696,ADCYAP1,GPR84,-,Human
17697,CGA,GPR84,-,Human
17698,VEGFA,ITGB3,-,Human
16846,DSC3,DSG3,-,Human
16847,DSC1,DSG3,-,Human
16911,DSC3,DSG2,-,Human
16024,TFF1,MUC5AC,-,Human
17065,PTPN11,FCRL4,-,Human
17066,PTPN6,FCRL4,-,Human
17497,PTPN6,CLEC12A,-,Human
16555,PDCD1LG2,PDCD2,-,Human
17357,SHBG,GPRC6A,-,Human
17101,NTNG2,LRRC4C,-,Human
17566,CEACAM16,TECTB,-,Human
17640,CEACAM16,TECTA,-,Human
14863,IL25,IL17RB,-,Human
17617,COL8A2,SLC4A11,-,Human
17502,PIGA,PIGR,-,Human
17356,CRISP2,CATSPER1,-,Human
17316,ACE2,SLC6A19,-,Human
16832,CLEC3A,CLEC10A,-,Human
16023,TFF2,MUC6,-,Human
14849,IL17C,IL17RE,-,Human
17910,MDK,NOTCH2,-,Human
17911,CNTN1,NOTCH1,-,Human
18017,BMP8A,ACVR2A,-,Human
18019,BMP8A,ACVR2B,-,Human
18157,GDF1,BMPR1A,-,Human
18158,GDF1,BMPR2,-,Human
18383,GNAS,ADRB2,-,Human
18429,CNTN6,NOTCH1,-,Human
18522,NODAL,TDGF1,-,Human
18579,ITGAV,THY1,-,Human
18591,CCL18,PITPNM3,-,Human
18617,CEACAM1,HAVCR2,-,Human
18640,ICOS,ICOSLG,-,Human
18646,LGALS1,CD69,-,Human
18662,PVR,PVRIG,-,Human
18683,TNFRSF14,CD160,-,Human
18687,LGALS3,LAG3,-,Human
18688,FGL1,LAG3,-,Human
18689,CLEC4G,LAG3,-,Human
19671,MRC1,PTPRC,-,Human
19672,CEACAM5,CD8A,-,Human
19680,KIR3DS1,HLA-F,-,Human
19682,CADM3,NECTIN1,-,Human
19687,PVR,NECTIN3,-,Human
19690,CD44,SELE,-,Human
19692,GLG1,SELE,-,Human
19697,ADAM11,ITGA4,-,Human
19698,ADAM23,ITGA4,-,Human
19699,ADAM23,ITGA5,-,Human
19700,ADAM23,ITGB3,-,Human
19701,ADAM29,ITGA4,-,Human
19702,ADAM7,ITGA4,-,Human
19703,ADAM7,ITGB7,-,Human
19704,ADGRB1,RTN4R,-,Human
19705,ADGRB1,RTN4RL1,-,Human
19706,ADGRB1,RTN4RL2,-,Human
19707,ALCAM,CHL1,-,Human
19710,ALCAM,NRP1,-,Human
19711,ALKAL1,LTK,-,Human
19712,ALKAL2,LTK,-,Human
19719,ANG,PLXNB2,-,Human
19720,ANGPTL2,ITGA5,-,Human
19721,ANGPTL2,ITGB1,-,Human
19722,ANPEP,SELE,-,Human
19723,ANXA2,ROBO4,-,Human
19724,ANXA2,TLR2,-,Human
19725,APOB,ENO1,-,Human
19726,BGN,FGFR3,-,Human
19727,BMP2,RGMB,-,Human
19728,BMP4,CFC1,-,Human
19729,BMP4,RGMB,-,Human
19730,BMP7,HJV,-,Human
19731,BMP8A,TGFBR1,-,Human
19732,BMP8A,TGFBR2,-,Human
19733,BSG,SLC16A1,-,Human
19734,BSG,SLC16A7,-,Human
19735,C1QA,CD33,-,Human
19736,C1QB,CD33,-,Human
19737,C3,NRP1,-,Human
19738,C4A,NRP1,-,Human
19749,CCL4L1,CCR1,-,Human
19750,CCL4L1,CCR3,-,Human
19751,CCL4L1,CCR5,-,Human
19755,CCN4,ITGA5,-,Human
19756,CCN4,ITGB1,-,Human
19760,CD34,SELE,-,Human
19769,CLEC11A,ITGA10,-,Human
19770,CLEC11A,ITGA11,-,Human
19771,CLEC11A,ITGB1,-,Human
19772,CNTN1,NOTCH2,-,Human
19776,COMP,ITGA5,-,Human
19778,CX3CL1,ITGAV,-,Human
19779,CX3CL1,ITGB3,-,Human
19782,CXCL12,ITGA4,-,Human
19783,CXCL12,ITGA5,-,Human
19784,CXCL12,ITGAV,-,Human
19785,CXCL12,ITGB3,-,Human
19786,CYTL1,CCR2,-,Human
19789,DKK1,LRP4,-,Human
19799,DSPP,ITGB6,-,Human
19800,ECM1,ITGB4,-,Human
19801,EDIL3,ITGB3,-,Human
19803,EPO,CRLF3,-,Human
19805,FAM3D,FPR1,-,Human
19806,FAM3D,FPR2,-,Human
19807,FGF1,CSPG4,-,Human
19808,FGF22,FGFRL1,-,Human
19809,FGF3,FGFRL1,-,Human
19810,FGF4,FGFRL1,-,Human
19811,FNDC5,ITGAV,-,Human
19812,FNDC5,ITGB5,-,Human
19813,FZD8,CKAP4,-,Human
19814,GDF1,ACVR1,-,Human
19815,GDF3,TDGF1,-,Human
19816,GPHB5,TSHR,-,Human
19820,IFNL4,IFNLR1,-,Human
19821,IFNL4,IL10RB,-,Human
19822,IL1RAPL1,PTPRD,-,Human
19823,IL1RAPL1,PTPRF,-,Human
19824,IL1RAPL1,PTPRS,-,Human
19825,IL26,IL20RB,-,Human
19826,IL32,ITGB3,-,Human
19827,IL34,PTPRZ1,-,Human
19828,INHBB,CFC1,-,Human
19829,INHBB,CFC1B,-,Human
19830,ITGB2,THY1,-,Human
19835,LGI1,ADAM11,-,Human
19836,LGI1,ADAM22,-,Human
19837,LGI1,ADAM23,-,Human
19838,LGI1,RTN4R,-,Human
19839,LGI2,ADAM11,-,Human
19840,LGI2,ADAM22,-,Human
19841,LGI2,ADAM23,-,Human
19842,LGI3,ADAM22,-,Human
19843,LGI3,ADAM23,-,Human
19844,LGI3,FLOT1,-,Human
19845,LGI3,STX1A,-,Human
19846,LGI4,ADAM11,-,Human
19847,LGI4,ADAM22,-,Human
19848,LGI4,ADAM23,-,Human
19850,LRRC4B,PTPRD,-,Human
19851,LRRC4B,PTPRS,-,Human
19855,MELTF,PLG,-,Human
19856,MMRN2,CD248,-,Human
19857,MMRN2,CD93,-,Human
19858,MMRN2,CLEC14A,-,Human
19859,MSMP,CCR2,-,Human
19861,MYL9,CD69,-,Human
19870,NECTIN2,PVRIG,-,Human
19872,NELL2,ROBO3,-,Human
19873,NODAL,CFC1,-,Human
19874,NTN1,MCAM,-,Human
19875,NTRK3,PTPRD,-,Human
19876,NTRK3,PTPRF,-,Human
19877,NTRK3,PTPRS,-,Human
19879,PDCD1LG2,RGMB,-,Human
19881,PLA2G2A,ITGA4,-,Human
19882,PLA2G2A,ITGA5,-,Human
19883,PLA2G2A,ITGAV,-,Human
19884,PLA2G2A,ITGB1,-,Human
19885,PLA2G2A,ITGB3,-,Human
19887,PRG4,TLR2,-,Human
19888,PRG4,TLR4,-,Human
19889,PROC,TEK,-,Human
19895,RTN4,S1PR2,-,Human
19896,SAA1,CD36,-,Human
19899,SELPLG,SIGLEC5,-,Human
19900,SEMA4A,LILRB2,-,Human
19905,SFTPD,LAIR1,-,Human
19906,SIRPB2,CD47,-,Human
19908,SLIT2,APP,-,Human
19912,SLITRK2,PTPRD,-,Human
19913,SLITRK2,PTPRS,-,Human
19914,SLITRK3,PTPRD,-,Human
19915,SLITRK3,PTPRS,-,Human
19916,SLITRK5,PTPRD,-,Human
19917,SLITRK6,PTPRS,-,Human
19919,SNCA,LAG3,-,Human
19920,SOST,LRP4,-,Human
19921,SOSTDC1,LRP4,-,Human
19922,SOSTDC1,LRP5,-,Human
19923,SPON1,APP,-,Human
19924,SPON1,LRP8,-,Human
19925,SPON2,ITGA4,-,Human
19926,SPON2,ITGA5,-,Human
19927,SPON2,ITGB1,-,Human
19928,TAFA4,FPR1,-,Human
19930,TFF2,CXCR4,-,Human
19931,TFF3,ACKR3,-,Human
19932,TFF3,CXCR4,-,Human
19933,TGFB1,VASN,-,Human
19936,TNFSF12,CD163,-,Human
19962,YBX1,NOTCH1,-,Human
19964,ZP3,CHRNA7,-,Human
18090,CRLF1,CNTFR,-,Human
19804,FAM3C,LIFR,-,Human
18400,NLGN4X,NRXN1,-,Human
18857,DSG2,DSC1,-,Human
19795,DSC1,DSG4,-,Human
19796,DSC2,DSG3,-,Human
19797,DSC2,DSG4,-,Human
19798,DSC3,DSG4,-,Human
19713,AMBN,CD63,-,Human
19714,AMELX,CD63,-,Human
19715,AMELX,LAMP2,-,Human
19716,AMELY,CD63,-,Human
19718,AMELY,LAMP2,-,Human
19802,ENAM,CD63,-,Human
18145,SPX,GALR3,-,Human
18226,IL17C,IL17RA,-,Human
19535,CD200R1,CD200,-,Human
19759,CD200,CD200R1L,-,Human
19901,SERPINF1,PLXDC1,-,Human
19902,SERPINF1,PLXDC2,-,Human
19768,CIRBP,TREM1,-,Human
19880,PGLYRP1,TREM1,-,Human
18399,KMT2E,NCR2,-,Human
18451,PCNA,NCR2,-,Human
18246,IL36RN,IL1RL2,-,Human
17734,TIMD4,HAVCR1,-,Human
19929,TCN1,CD320,-,Human
19904,SERTAD1,AR,-,Human
19898,SECTM1,CD7,-,Human
19886,POSTN,PTK7,-,Human
19794,DNAJB11,PRTG,-,Human
19767,CFP,NCR1,-,Human
19696,IGSF11,VSIR,-,Human
18686,MUC1,SIGLEC9,-,Human
18628,HHLA2,TMIGD2,-,Human
18618,PDPN,CLEC1B,-,Human
95,HLA-DRA,LAG3,-,Human
97,HLA-DQA2,LAG3,-,Human
99,HLA-DQA1,LAG3,-,Human
101,HLA-DRB1,LAG3,-,Human
103,HLA-DQB1,LAG3,-,Human
128,HLA-DPB1,LAG3,-,Human
265,HLA-DRB4,LAG3,-,Human
301,HLA-DPA1,LAG3,-,Human
457,HLA-DRB3,LAG3,-,Human
545,HLA-DRB5,LAG3,-,Human
662,CLEC1B,PDPN,-,Human
1123,CLCF1_CRLF1,CNTFR_IL6ST,-,Human
1135,CSF1_IL34,CSF1R,-,Human
1228,CXCL11,CCR5,-,Human
1403,BMP10,ACVR2B_ACVRL1,-,Human
1742,IL1A,IL1R2_IL1RAP,-,Human
1744,IL1B,IL1R2_IL1RAP,-,Human
1915,HLA-DQB2,LAG3,-,Human
1940,CALCA,CALCRL_RAMP1,-,Human
1941,CALCA,CALCRL_RAMP2,-,Human
1942,CALCA,CALCRL_RAMP3,-,Human
2044,C4B,CD46,-,Human
2045,C4B,CR1,-,Human
2416,GDF1,ACVR1B_ACVR2A,-,Human
2504,GDNF,GFRA2_RET,-,Human
2901,RSPO4,LGR4_LRP5,-,Human
2903,RSPO4,LGR4_LRP6,-,Human
3030,IL1F10,SIGIRR,-,Human
3031,IL1F10,IL1RAPL2,-,Human
3032,IL1F10,IL1RAPL1,-,Human
3154,NODAL,ACVR1B_ACVR2A,-,Human
3193,NRTN,GFRA1_RET,-,Human
3290,WNT5B,FZD6_LRP5,-,Human
3291,WNT5B,FZD6_LRP6,-,Human
3292,WNT5B,FZD7_LRP5,-,Human
3293,WNT5B,FZD7_LRP6,-,Human
3294,WNT5B,FZD5_LRP5,-,Human
3295,WNT5B,FZD2_LRP5,-,Human
3296,WNT5B,FZD8_LRP5,-,Human
3297,WNT5B,FZD3_LRP5,-,Human
3298,WNT5B,FZD10_LRP5,-,Human
3299,WNT5B,FZD1_LRP5,-,Human
3300,WNT5B,FZD5_LRP6,-,Human
3301,WNT5B,FZD2_LRP6,-,Human
3302,WNT5B,FZD8_LRP6,-,Human
3303,WNT5B,FZD3_LRP6,-,Human
3304,WNT5B,FZD10_LRP6,-,Human
3305,WNT5B,FZD1_LRP6,-,Human
3337,GDF3,ACVR1B_ACVR2A,-,Human
3422,GDF2,ACVR2B_ACVRL1,-,Human
3533,CD72,CD5,-,Human
3534,CNTF,IL6ST_LIFR,-,Human
3535,CNTF,CNTFR_IL6ST,-,Human
3537,IL16,CD9,-,Human
4682,CNTF,CRLF1,-,Human
4683,IL22,IL20RA,-,Human
4684,NRG3,EGFR,-,Human
4685,CSF1,CSF2RA,-,Human
4686,CSF3,CSF2RA,-,Human
4687,MAML2,NOTCH2,-,Human
4688,MAML2,NOTCH3,-,Human
4689,MAML2,NOTCH1,-,Human
4690,MAML2,NOTCH4,-,Human
4691,BMP6,AMHR2,-,Human
4692,GDF11,ACTR2,-,Human
4693,GDF1,ACTR2,-,Human
4694,INHBA,ACTR2,-,Human
4695,BMP7,ACTR2,-,Human
4696,BMP2,ACTR2,-,Human
4697,BMP15,ACTR2,-,Human
4698,CSF1,CSF3R,-,Human
4699,IL36G,IFNAR1,-,Human
4700,IL36G,IFNAR2,-,Human
20030,BMP6,ACVR2B,-,Human
20144,INHA,ACVR1B,-,Human
20179,BMP4,ACVR2B,-,Human
20181,BMP5,ACVR2A,-,Human
20183,BMP5,ACVR1,-,Human
20184,BMP5,ACVR2B,-,Human
21561,APP,SLC45A3,-,Human
21562,BDNF,DDR1,-,Human
21563,BMP3,ACVR1,-,Human
21566,ECM1,CACHD1,-,Human
21569,FGF10,FGFR3,-,Human
21570,FGF10,FGFR4,-,Human
21573,HHIPL2,CACHD1,-,Human
21574,HSPG2,CHRM3,-,Human
21575,INHBE,ACVR1,-,Human
21576,INHBE,ACVR1B,-,Human
21577,INHBE,ENG,-,Human
21578,LGALS3BP,VANGL1,-,Human
21580,LTA,CACHD1,-,Human
21581,LTA,EDNRA,-,Human
21582,LTF,GP9,-,Human
21583,LTF,GPR162,-,Human
21585,MATN1,PTPRD,-,Human
21586,MDK,PTPRB,-,Human
21587,NTF4,NTRK3,-,Human
21589,P4HB,GPR162,-,Human
21593,REN,ASIC3,-,Human
21596,TGFB1,CD109,-,Human
21597,TNC,NT5E,-,Human
21599,TNF,SLC5A11,-,Human
21600,VEGFB,TYRO3,-,Human
21607,CCL13,CCR10,-,Human
21608,CCL13,CCR4,-,Human
21609,FCN1,LRP1,-,Human
21610,TBC1D24,CDON,-,Human
21611,TBC1D24,NEO1,-,Human
21612,SI,ITGAV,-,Human
21613,SI,LRP1,-,Human
21614,SI,S1PR1,-,Human
21615,VTN,NECTIN2,-,Human
21565,CLEC11A,KIT,-,Human
21588,OLAH,MOG,-,Human
21714,BMP8B,ACVR1,-,Human
21750,INHA,ACVR1C,-,Human
21776,AMH,BMPR1A,-,Human
21799,BMP2,ACVRL1,-,Human
21804,BMP4,ACVRL1,-,Human
21810,BMP5,ACVRL1,-,Human
21817,BMP6,ACVRL1,-,Human
21822,BMP7,ACVRL1,-,Human
21827,BMP8A,ACVRL1,-,Human
21828,BMP8A,ACVR1,-,Human
21832,BMP8B,ACVR2A,-,Human
21833,BMP8B,ACVRL1,-,Human
21834,BMP8B,ACVR2B,-,Human
21836,GDF2,BMPR1B,-,Human
21838,GDF2,BMPR1A,-,Human
21985,GDF1,BMPR1B,-,Human
21989,GDF1,TGFBR1,-,Human
21992,GDF1,ACVR1C,-,Human
21993,GDF10,BMPR1B,-,Human
21994,GDF10,ACVR2A,-,Human
21995,GDF10,BMPR1A,-,Human
21997,GDF10,TGFBR1,-,Human
22000,GDF10,ACVR1C,-,Human
22001,GDF3,BMPR1B,-,Human
22002,GDF3,ACVR2A,-,Human
22003,GDF3,BMPR1A,-,Human
22004,GDF3,ACVR1B,-,Human
22005,GDF3,TGFBR1,-,Human
22006,GDF3,ACVR2B,-,Human
22007,GDF3,BMPR2,-,Human
22008,GDF3,ACVR1C,-,Human
22009,GDF7,BMPR1B,-,Human
22012,GDF7,ACVR1B,-,Human
22013,GDF7,TGFBR1,-,Human
22014,GDF7,ACVR2B,-,Human
22016,GDF7,ACVR1C,-,Human
22020,GDF9,ACVR1B,-,Human
22022,GDF9,ACVR2B,-,Human
22024,GDF9,ACVR1C,-,Human
22098,IL1RN,IL1RAP,-,Human
22112,IL1RN,IL2RG,-,Human
22113,IL1RN,IL2RA,-,Human
22114,IL1RN,IL2RB,-,Human
22115,IL33,IL1RAP,-,Human
22117,IL36A,IL1RAP,-,Human
22119,IL36B,IL1RAP,-,Human
22121,IL36G,IL1RAP,-,Human
22123,IL36RN,IL1RAP,-,Human
21908,CRLF1,IL6ST,-,Human
21910,CRLF1,LIFR,-,Human
22107,IL27,IL6ST,-,Human
21983,CSF3,CSF2RB,-,Human
22103,IL17B,IL17RA,-,Human
22105,IL25,IL17RA,-,Human
21958,MT-RNR2,FPR2,-,Human
21963,MT-RNR2,FPR3,-,Human
22094,IL37,IL18R1,-,Human
22095,IL37,IL18RAP,-,Human
22031,GUCA1A,GUCY2D,-,Human
22032,GUCA1B,GUCY2D,-,Human
22033,GUCA1A,GUCY2F,-,Human
22034,GUCA1B,GUCY2F,-,Human
22700,DDR2,COL1A1,-,Human
22835,DUSP18,ITGB1,-,Human
22836,DUSP18,ITGA6,-,Human
22837,LAMB1,ITGB8,-,Human
22838,DUSP18,ITGB8,-,Human
22839,DUSP18,ITGB4,-,Human
22842,DUSP18,RPSA,-,Human
22872,DUSP18,ITGA3,-,Human
22873,LAMA5,CD151,-,Human
22874,LAMB1,CD151,-,Human
22875,DUSP18,CD151,-,Human
22331,IL2RG,IL2,-,Human
22527,IL2RA,IL2,-,Human
22529,IL2RB,IL2,-,Human
22864,TPH1,GPR26,-,Human
22865,TPH1,GPR119,-,Human
22325,TGFBR2,TGFB1,-,Human
22327,TGFBR1,TGFB1,-,Human
22360,TGFBR2,TGFB2,-,Human
22587,TGFBR1,TGFB2,-,Human
22695,ACVRL1,TGFB1,-,Human
22843,DBH,ADRA2C,-,Human
22844,DBH,ADRB2,-,Human
22845,DBH,ADRB3,-,Human
22846,DBH,ADRA1A,-,Human
22847,DBH,ADRA1B,-,Human
22848,DBH,ADRA1D,-,Human
22849,DBH,ADRA2A,-,Human
22850,DBH,ADRA2B,-,Human
22851,DBH,ADRB1,-,Human
22852,DBH,GPR161,-,Human
22391,RET,GDNF,-,Human
22614,RET,NRTN,-,Human
22665,ITGAL,ICAM1,-,Human
22642,TNFRSF6B,TNFSF15,-,Human
22643,TNFRSF6B,FASLG,-,Human
22434,RYK,WNT1,-,Human
22309,TNFRSF1B,TNF,-,Human
22321,TNFRSF1A,TNF,-,Human
22288,TNFRSF10C,TNFSF10,-,Human
22315,TNFRSF10D,TNFSF10,-,Human
22316,TNFRSF10B,TNFSF10,-,Human
22449,BMPR1B,BMP2,-,Human
22452,BMPR1A,BMP2,-,Human
22671,BMPR1B,GDF5,-,Human
22437,ACVR2A,INHBA,-,Human
22439,ACVR1B,INHBA,-,Human
22871,INHBB,BAMBI,-,Human
22387,AXL,GAS6,-,Human
22389,MERTK,GAS6,-,Human
22593,TYRO3,GAS6,-,Human
22371,EPHA1,EFNA1,-,Human
22379,EPHA2,EFNA1,-,Human
22422,EPHA7,EFNA1,-,Human
22858,TH,DRD1,-,Human
22859,TH,DRD2,-,Human
22860,TH,DRD3,-,Human
22861,TH,DRD4,-,Human
22862,TH,DRD5,-,Human
22853,CHAT,CHRM1,-,Human
22854,CHAT,CHRM2,-,Human
22855,CHAT,CHRM3,-,Human
22856,CHAT,CHRM4,-,Human
22857,CHAT,CHRM5,-,Human
22840,L1CAM,PLXNA1,-,Human
22841,L1CAM,NRP1,-,Human
22492,FLT4,VEGFC,-,Human
22369,FGFR2,FGF2,-,Human
22663,FGFR3,FGF2,-,Human
22302,NTRK1,NGF,-,Human
22551,NGFR,NGF,-,Human
22775,PROCR,PROC,-,Human
22363,BOC,SHH,-,Human
22751,PTPRZ1,PTN,-,Human
22491,FLT1,VEGFA,-,Human
22538,KDR,VEGFA,-,Human
22634,TNFRSF11B,TNFSF11,-,Human
22511,NPR1,NPPA,-,Human
22416,NTRK2,BDNF,-,Human
22384,TEK,ANGPT1,-,Human
22329,IL1R1,IL1B,-,Human
22866,HPGDS,PTGDR,-,Human
22868,HPGDS,PTGDR2,-,Human
22393,IL10RB,IFNLR1,-,Human
22809,TFRC,TF,-,Human
22721,CD47,THBS1,-,Human
22661,FGFR4,FGF4,-,Human
22651,PLAUR,PLAU,-,Human
22624,PDGFRB,PDGFB,-,Human
22569,ADCYAP1R1,ADCYAP1,-,Human
22523,IL17RA,IL17A,-,Human
22512,GUCY2C,GUCA2A,-,Human
22481,CXCR2,CXCL2,-,Human
22432,ALK,MDK,-,Human
22418,NTRK3,NTF3,-,Human
22414,MST1R,MST1,-,Human
22411,IL22RA2,IL22,-,Human
22401,HHIP,IHH,-,Human
22397,ERBB3,NRG2,-,Human
22367,FGFR1,FGF1,-,Human
22364,PDGFRA,PDGFC,-,Human
22359,AMHR2,AMH,-,Human
22354,NCSTN,PSEN1,-,Human
22343,ERBB4,NRG3,-,Human
22305,CSF1R,CSF1,-,Human
22299,ERBB2,NRG1,-,Human
22292,IGF2R,IGF2,-,Human
22286,EPOR,EPO,-,Human
22282,IGF1R,IGF1,-,Human
22867,PTGS2,PTGFR,-,Human
22863,ASMT,MTNR1B,-,Human
23610,SIGLEC9,MUC1,-,Human
26079,BMP15,ACVR1,-,Human
26083,C1orf112,PLSCR4,-,Human
26084,C1orf194,PLSCR4,-,Human
26085,C6orf15,DDR1,-,Human
26086,CELA3B,CHRM3,-,Human
26087,CGA,SIRPA,-,Human
26088,CGB8,SIRPA,-,Human
26091,COL2A1,OR1E1,-,Human
26092,CXCL13,HTR2A,-,Human
26101,GDNF,SLC44A5,-,Human
26102,GZMB,PGRMC1,-,Human
26104,HHLA3,CHRM3,-,Human
26105,HLA-C,DDR1,-,Human
26106,HLA-C,SLC9C2,-,Human
26107,HLA-E,SLC16A4,-,Human
26109,IL10,SIRPG,-,Human
26110,IL2,GYPE,-,Human
26114,KRTAP4-12,AQP1,-,Human
26131,MMP7,CDH6,-,Human
26132,PLXNA1,NOTCH1,-,Human
26136,PAPLN,NECTIN4,-,Human
26137,PAPLN,SIRPA,-,Human
26144,TF,GPR162,-,Human
26157,EXOC3-AS1,TRAF2,-,Human
26159,CALM1,ABCA1,-,Human
26160,CALM1,PLPP6,-,Human
26161,CALM2,ABCA1,-,Human
26162,CALM3,ABCA1,-,Human
26163,CALM3,PLPP6,-,Human
26164,DUSP18,ITGA1,-,Human
26165,DUSP18,ITGA2,-,Human
26166,DUSP18,ITGA7,-,Human
26167,PIK3CD-AS1,LY6G6C,-,Human
26168,PIK3CD-AS1,SLC16A4,-,Human
26169,UBA52,ACVR1,-,Human
26170,UBA52,AGTR1,-,Human
26171,UBA52,BMPR1B,-,Human
26172,UBA52,EGFR,-,Human
26173,UBA52,ERBB2,-,Human
26174,UBA52,FSHR,-,Human
26175,UBA52,NOTCH1,-,Human
26176,UBA52,TGFBR1,-,Human
26177,UBA52,TGFBR2,-,Human
26178,KRTAP4-12,DLK2,-,Human
26096,EGFL8,NCR3,-,Human
26179,NCR3LG1,TMIGD2,-,Human
26090,CLEC3A,CLEC2B,-,Human
26130,MIA,CDH19,-,Human
26146,THPO,SIRPB1,-,Human
26158,CCL18,ERG28,-,Human
26281,WNT6,FZD1,-,Human
26327,WNT16,FZD1,-,Human
26328,WNT8A,FZD1,-,Human
26329,WNT8B,FZD1,-,Human
26330,WNT9A,FZD1,-,Human
26331,WNT9B,FZD1,-,Human
26319,CCL28,CCR1,-,Human
26310,ANGPTL2,TEK,-,Human
26311,ANGPTL3,TEK,-,Human
26312,ANGPTL4,TEK,-,Human
26313,ANGPTL5,TEK,-,Human
26314,ANGPTL6,TEK,-,Human
26321,DHH,SMO,-,Human
26322,IHH,SMO,-,Human
26324,TDGF1,EGFR,-,Human
26316,NAT10,CCR10,-,Human
26317,PDLIM3,CCR10,-,Human
26318,ASRGL1,CCR10,-,Human
26320,TAC1,CXCR3,-,Human
26315,ADAM11,CCR4,-,Human
26326,TNFSF15,CCR9,-,Human
26325,ANP32B,TNFRSF17,-,Human
26323,IL17C,IL17RC,-,Human
26309,AGRP,ATRN,-,Human
26369,TP53,TNFRSF10D,-,Human
29376,CEACAM5,CEACAM1,-,Human
29481,CD36,TLR6,-,Human
29499,CCL23,ADRA2A,-,Human
29500,CCL23,GRM7,-,Human
29501,CCL23,MTNR1A,-,Human
29502,CD36,TLR4,-,Human
29506,GPC6,LRP1,-,Human
29507,GPC6,LRP2,-,Human
29508,MAPK1,FGFR2,-,Human
29509,MT-RNR2,ADRA2A,-,Human
29510,MT-RNR2,GRM7,-,Human
29511,MT-RNR2,MTNR1A,-,Human
29514,RPS27A,ADRB2,-,Human
29515,RPS27A,ERBB2,-,Human
29516,RPS27A,FGFR2,-,Human
29517,RPS27A,LDLR,-,Human
29518,RPS27A,LRP2,-,Human
29519,RPS27A,RIPK1,-,Human
29520,RPS27A,SMAD3,-,Human
29521,RPS27A,TGFBR1,-,Human
29522,RPS27A,TGFBR2,-,Human
29523,RPS27A,TLR4,-,Human
29525,UBA52,ADRB2,-,Human
29530,UBA52,FGFR2,-,Human
29532,UBA52,LDLR,-,Human
29533,UBA52,LRP2,-,Human
29535,UBA52,RIPK1,-,Human
29536,UBA52,SMAD3,-,Human
29539,UBA52,TLR4,-,Human
29540,UBB,ADRB2,-,Human
29541,UBB,ERBB2,-,Human
29542,UBB,FGFR2,-,Human
29543,UBB,LDLR,-,Human
29544,UBB,LRP2,-,Human
29545,UBB,RIPK1,-,Human
29546,UBB,SMAD3,-,Human
29547,UBB,TGFBR1,-,Human
29548,UBB,TGFBR2,-,Human
29549,UBB,TLR4,-,Human
29550,UBC,ADRB2,-,Human
29551,UBC,ERBB2,-,Human
29552,UBC,FGFR2,-,Human
29553,UBC,LDLR,-,Human
29554,UBC,LRP2,-,Human
29555,UBC,RIPK1,-,Human
29556,UBC,SMAD3,-,Human
29557,UBC,TGFBR1,-,Human
29558,UBC,TGFBR2,-,Human
29559,UBC,TLR4,-,Human
31449,Dll1,Notch1,-,Mouse
31450,Dll1,Notch2,-,Mouse
31451,Dll1,Notch4,-,Mouse
31452,Dll1,Notch3,-,Mouse
31453,Nrg2,Erbb2_Erbb3,-,Mouse
31454,Nrg2,Erbb2_Erbb4,-,Mouse
31455,Adam10,Tspan15,-,Mouse
31456,Adam10,Tspan12,-,Mouse
31457,Adam10,Met,-,Mouse
31458,Adam10,Il6ra,-,Mouse
31459,Adam10,Cd44,-,Mouse
31460,Adam10,Epha3,-,Mouse
31461,Adam10,Axl,-,Mouse
31462,Adam10,Notch1,-,Mouse
31463,Adam10,Notch2,-,Mouse
31464,Adam10,Nrcam,-,Mouse
31465,Adam10,Tspan17,-,Mouse
31466,Adam10,Tspan10,-,Mouse
31467,Adam10,Trem2,-,Mouse
31468,Tnfsf11,Tnfrsf11b,-,Mouse
31469,Tnfsf11,Lgr4,-,Mouse
31470,Tnfsf11,Tnfrsf11a,-,Mouse
31471,Ereg,Egfr_Erbb2,-,Mouse
31472,Ereg,Erbb2_Erbb4,-,Mouse
31473,Ereg,Erbb3,-,Mouse
31474,Adam12,Itgb1,-,Mouse
31475,Adam12,Itga9,-,Mouse
31476,Tnfsf12,Tnfrsf8,-,Mouse
31477,Tnfsf12,Cd163,-,Mouse
31478,Tnfsf12,Tnfrsf25,-,Mouse
31479,Tnfsf12,Tnfrsf12a,-,Mouse
31480,Tnfsf14,Ltbr,-,Mouse
31481,Tnfsf14,Tnfrsf14,-,Mouse
31482,Adam23,Itgb3,-,Mouse
31483,Adam23,Itga5,-,Mouse
31484,Adam23,Itga4,-,Mouse
31485,Adam11,Itga4,-,Mouse
31486,Icosl,Cd28,-,Mouse
31487,Icosl,Ctla4,-,Mouse
31488,Icosl,Icos,-,Mouse
31489,Sema7a,Itga1_Itgb1,-,Mouse
31490,Sema7a,Plxnc1,-,Mouse
31491,Tnfsf13,Tnfrsf11b,-,Mouse
31492,Tnfsf13,Tnfrsf13b,-,Mouse
31493,Tnfsf13,Tnfrsf1a,-,Mouse
31494,Tnfsf13,Fas,-,Mouse
31495,Tnfsf13,Sdc2,-,Mouse
31496,Tnfsf13,Tnfrsf17,-,Mouse
